question,option,is_correct,source
All types of cells are enclosed by what?,membrane,True,correct_answer
All types of cells are enclosed by what?,substrate,False,original_distractor1
All types of cells are enclosed by what?,cell wall,False,original_distractor2
All types of cells are enclosed by what?,stoma,False,original_distractor3
What type of cells detect stimuli?,sensory nerve cells,True,correct_answer
What type of cells detect stimuli?,expressive nerve cells,False,original_distractor1
What type of cells detect stimuli?,grid nerve cells,False,original_distractor2
What type of cells detect stimuli?,muscle cells,False,original_distractor3
What 3 things do animals need to live and survive?,"air, water, and food",True,correct_answer
What 3 things do animals need to live and survive?,"air, water, and socialization",False,original_distractor1
What 3 things do animals need to live and survive?,"sex, water, and sleep",False,original_distractor2
What 3 things do animals need to live and survive?,"water, food, and an ecosystem",False,original_distractor3
"The cultivated forms of wheat, cotton, and tobacco plants are all what?",allopolyploids,True,correct_answer
"The cultivated forms of wheat, cotton, and tobacco plants are all what?",pores,False,original_distractor1
"The cultivated forms of wheat, cotton, and tobacco plants are all what?",sporozoans,False,original_distractor2
"The cultivated forms of wheat, cotton, and tobacco plants are all what?",bales,False,original_distractor3
What is the process by which plants make the simple sugar glucose from carbon dioxide and water is called?,photosynthesis,True,correct_answer
What is the process by which plants make the simple sugar glucose from carbon dioxide and water is called?,glycolysis,False,original_distractor1
What is the process by which plants make the simple sugar glucose from carbon dioxide and water is called?,metamorphosis,False,original_distractor2
What is the process by which plants make the simple sugar glucose from carbon dioxide and water is called?,osmosis,False,original_distractor3
"The three units of kpa, atm or mmhg commonly measure what?",pressure,True,correct_answer
"The three units of kpa, atm or mmhg commonly measure what?",resistance,False,original_distractor1
"The three units of kpa, atm or mmhg commonly measure what?",weight,False,original_distractor2
"The three units of kpa, atm or mmhg commonly measure what?",energy,False,original_distractor3
The behavior of ideal gases is explained by what theory of gases?,kinetic molecular theory,True,correct_answer
The behavior of ideal gases is explained by what theory of gases?,molecular theory,False,original_distractor1
The behavior of ideal gases is explained by what theory of gases?,Charles's Law,False,original_distractor2
The behavior of ideal gases is explained by what theory of gases?,kinetic theory,False,original_distractor3
Besides ingesting and photosynthesis how can protists get their food?,absorption,True,correct_answer
Besides ingesting and photosynthesis how can protists get their food?,digestion,False,original_distractor1
Besides ingesting and photosynthesis how can protists get their food?,accumulation,False,original_distractor2
Besides ingesting and photosynthesis how can protists get their food?,osmosis,False,original_distractor3
"The male gametophyte releases what, which swim - propelled by their flagella - to reach and fertilize the female gamete or egg?",sperm,True,correct_answer
"The male gametophyte releases what, which swim - propelled by their flagella - to reach and fertilize the female gamete or egg?",cytoplasm,False,original_distractor1
"The male gametophyte releases what, which swim - propelled by their flagella - to reach and fertilize the female gamete or egg?",tadpoles,False,original_distractor2
"The male gametophyte releases what, which swim - propelled by their flagella - to reach and fertilize the female gamete or egg?",dna,False,original_distractor3
"While the goal of science is to increase knowledge, the goal of what is to use knowledge for practical purposes?",technology,True,correct_answer
"While the goal of science is to increase knowledge, the goal of what is to use knowledge for practical purposes?",advancement,False,original_distractor1
"While the goal of science is to increase knowledge, the goal of what is to use knowledge for practical purposes?",invention,False,original_distractor2
"While the goal of science is to increase knowledge, the goal of what is to use knowledge for practical purposes?",industry,False,original_distractor3
What are the two terms that designate how well aqueous solutions conduct electricity?,polar and nonpolar,True,correct_answer
What are the two terms that designate how well aqueous solutions conduct electricity?,secular and nonpolar,False,original_distractor1
What are the two terms that designate how well aqueous solutions conduct electricity?,filter and nonpolar,False,original_distractor2
What are the two terms that designate how well aqueous solutions conduct electricity?,hot and nonpolar,False,original_distractor3
The concept that atoms tend to have eight electrons in their valence electron shell is called what?,octet rule,True,correct_answer
The concept that atoms tend to have eight electrons in their valence electron shell is called what?,string rule,False,original_distractor1
The concept that atoms tend to have eight electrons in their valence electron shell is called what?,diagonal rule,False,original_distractor2
The concept that atoms tend to have eight electrons in their valence electron shell is called what?,coupling rule,False,original_distractor3
What separates one river system's basin from another river system's basin?,a divide,True,correct_answer
What separates one river system's basin from another river system's basin?,a bend,False,original_distractor1
What separates one river system's basin from another river system's basin?,a divert,False,original_distractor2
What separates one river system's basin from another river system's basin?,a sink,False,original_distractor3
What system possesses a memory component that allows for an efficient and dramatic response upon reinvasion of the same pathogen?,adaptive immune system,True,correct_answer
What system possesses a memory component that allows for an efficient and dramatic response upon reinvasion of the same pathogen?,incorporate immune system,False,original_distractor1
What system possesses a memory component that allows for an efficient and dramatic response upon reinvasion of the same pathogen?,societal immune system,False,original_distractor2
What system possesses a memory component that allows for an efficient and dramatic response upon reinvasion of the same pathogen?,suggestive immune system,False,original_distractor3
Honeybees doing the waggle dance or spiders spinning a web are examples of what type of behavior?,innate,True,correct_answer
Honeybees doing the waggle dance or spiders spinning a web are examples of what type of behavior?,intuitive,False,original_distractor1
Honeybees doing the waggle dance or spiders spinning a web are examples of what type of behavior?,genuine,False,original_distractor2
Honeybees doing the waggle dance or spiders spinning a web are examples of what type of behavior?,learned,False,original_distractor3
"What glands remove water, salts and other wastes from skin?",sweat glands,True,correct_answer
"What glands remove water, salts and other wastes from skin?",sex glands,False,original_distractor1
"What glands remove water, salts and other wastes from skin?",push glands,False,original_distractor2
"What glands remove water, salts and other wastes from skin?",water glands,False,original_distractor3
A series of arches that support the gills of aquatic amphibians and fish are known as what?,branchial arches,True,correct_answer
A series of arches that support the gills of aquatic amphibians and fish are known as what?,cochlear arches,False,original_distractor1
A series of arches that support the gills of aquatic amphibians and fish are known as what?,aquatic arches,False,original_distractor2
A series of arches that support the gills of aquatic amphibians and fish are known as what?,scythian arches,False,original_distractor3
"What term, calculated by multiplying heart contractions by stroke volume, means the volume of blood pumped by the heart in one minute?",cardiac output,True,correct_answer
"What term, calculated by multiplying heart contractions by stroke volume, means the volume of blood pumped by the heart in one minute?",liver output,False,original_distractor1
"What term, calculated by multiplying heart contractions by stroke volume, means the volume of blood pumped by the heart in one minute?",respiratory output,False,original_distractor2
"What term, calculated by multiplying heart contractions by stroke volume, means the volume of blood pumped by the heart in one minute?",blood output,False,original_distractor3
Birds are thought to have evolved from a group of bipedal dinosaurs called what?,therapods,True,correct_answer
Birds are thought to have evolved from a group of bipedal dinosaurs called what?,pteradactyls,False,original_distractor1
Birds are thought to have evolved from a group of bipedal dinosaurs called what?,sporozoans,False,original_distractor2
Birds are thought to have evolved from a group of bipedal dinosaurs called what?,staurikosaurus,False,original_distractor3
What is the third class of elements after metals and nonmetals?,metalloids,True,correct_answer
What is the third class of elements after metals and nonmetals?,halogens,False,original_distractor1
What is the third class of elements after metals and nonmetals?,synthetics,False,original_distractor2
What is the third class of elements after metals and nonmetals?,noble gases,False,original_distractor3
"Proteins are categorized according to shape and what property, which correlates with it?",solubility,True,correct_answer
"Proteins are categorized according to shape and what property, which correlates with it?",viscosity,False,original_distractor1
"Proteins are categorized according to shape and what property, which correlates with it?",size,False,original_distractor2
"Proteins are categorized according to shape and what property, which correlates with it?",salinity,False,original_distractor3
Melting ice is drastically impacting the number of what at glacier national park?,active glaciers,True,correct_answer
Melting ice is drastically impacting the number of what at glacier national park?,gaisers,False,original_distractor1
Melting ice is drastically impacting the number of what at glacier national park?,trees,False,original_distractor2
Melting ice is drastically impacting the number of what at glacier national park?,icebergs,False,original_distractor3
What element is present in all organic molecules?,carbon,True,correct_answer
What element is present in all organic molecules?,oxygen,False,original_distractor1
What element is present in all organic molecules?,sodium,False,original_distractor2
What element is present in all organic molecules?,hydrogen,False,original_distractor3
A sample of matter that has the same physical and chemical properties throughout itself is known as what?,substance,True,correct_answer
A sample of matter that has the same physical and chemical properties throughout itself is known as what?,antimatter,False,original_distractor1
A sample of matter that has the same physical and chemical properties throughout itself is known as what?,essence,False,original_distractor2
A sample of matter that has the same physical and chemical properties throughout itself is known as what?,molecule,False,original_distractor3
Hepatitis b is inflammation of which organ?,the liver,True,correct_answer
Hepatitis b is inflammation of which organ?,the colon,False,original_distractor1
Hepatitis b is inflammation of which organ?,the kidney,False,original_distractor2
Hepatitis b is inflammation of which organ?,the brain,False,original_distractor3
"If a substance has a ph value greater than 7, what does it indicate?",base,True,correct_answer
"If a substance has a ph value greater than 7, what does it indicate?",acidic,False,original_distractor1
"If a substance has a ph value greater than 7, what does it indicate?",neutral,False,original_distractor2
"If a substance has a ph value greater than 7, what does it indicate?",volatile,False,original_distractor3
The percent yield is determined by calculating the ratio of actual yield by what?,theoretical yield,True,correct_answer
The percent yield is determined by calculating the ratio of actual yield by what?,past balance,False,original_distractor1
The percent yield is determined by calculating the ratio of actual yield by what?,predicted return,False,original_distractor2
The percent yield is determined by calculating the ratio of actual yield by what?,actual loss,False,original_distractor3
What are located along convergent and divergent plate boundaries?,volcanoes,True,correct_answer
What are located along convergent and divergent plate boundaries?,mezas,False,original_distractor1
What are located along convergent and divergent plate boundaries?,megaliths,False,original_distractor2
What are located along convergent and divergent plate boundaries?,dunes,False,original_distractor3
What part of the neuron is a large structure with a central nucleus?,cell body,True,correct_answer
What part of the neuron is a large structure with a central nucleus?,proteins body,False,original_distractor1
What part of the neuron is a large structure with a central nucleus?,Eye body,False,original_distractor2
What part of the neuron is a large structure with a central nucleus?,Environmental,False,original_distractor3
Hydrogen-based fuel cells were and are used to provide what for manned space vehicles?,electricity,True,correct_answer
Hydrogen-based fuel cells were and are used to provide what for manned space vehicles?,light,False,original_distractor1
Hydrogen-based fuel cells were and are used to provide what for manned space vehicles?,magnetism,False,original_distractor2
Hydrogen-based fuel cells were and are used to provide what for manned space vehicles?,gravity,False,original_distractor3
What are plants that are adapted to very dry environments called?,xerophytes,True,correct_answer
What are plants that are adapted to very dry environments called?,succulents,False,original_distractor1
What are plants that are adapted to very dry environments called?,pores,False,original_distractor2
What are plants that are adapted to very dry environments called?,sporozoans,False,original_distractor3
What neurons carry nerve impulses from sense organs and internal organs to the central nervous system?,sensory,True,correct_answer
What neurons carry nerve impulses from sense organs and internal organs to the central nervous system?,vascular,False,original_distractor1
What neurons carry nerve impulses from sense organs and internal organs to the central nervous system?,autonomic,False,original_distractor2
What neurons carry nerve impulses from sense organs and internal organs to the central nervous system?,axons,False,original_distractor3
"Associated with hair follicles, what type of oil gland is found all over the body and helps to lubricate and waterproof the skin and hair?",sebaceous gland,True,correct_answer
"Associated with hair follicles, what type of oil gland is found all over the body and helps to lubricate and waterproof the skin and hair?",sweat gland,False,original_distractor1
"Associated with hair follicles, what type of oil gland is found all over the body and helps to lubricate and waterproof the skin and hair?",melanin gland,False,original_distractor2
"Associated with hair follicles, what type of oil gland is found all over the body and helps to lubricate and waterproof the skin and hair?",gametes gland,False,original_distractor3
"The five human senses are taste, touch, vision, hearing and one more. what is it?",smell,True,correct_answer
"The five human senses are taste, touch, vision, hearing and one more. what is it?",perception,False,original_distractor1
"The five human senses are taste, touch, vision, hearing and one more. what is it?",audio,False,original_distractor2
"The five human senses are taste, touch, vision, hearing and one more. what is it?",fear,False,original_distractor3
How many bones does an adult skeleton have?,206,True,correct_answer
How many bones does an adult skeleton have?,208,False,original_distractor1
How many bones does an adult skeleton have?,196,False,original_distractor2
How many bones does an adult skeleton have?,192,False,original_distractor3
"Temperature and precipitation determine the types of what that can grow in an area, in turn affecting the animals that live there?",plants,True,correct_answer
"Temperature and precipitation determine the types of what that can grow in an area, in turn affecting the animals that live there?",roots,False,original_distractor1
"Temperature and precipitation determine the types of what that can grow in an area, in turn affecting the animals that live there?",building,False,original_distractor2
"Temperature and precipitation determine the types of what that can grow in an area, in turn affecting the animals that live there?",birds,False,original_distractor3
What is the transfer of heat by physical contact?,conduction,True,correct_answer
What is the transfer of heat by physical contact?,oxidation,False,original_distractor1
What is the transfer of heat by physical contact?,inhibition,False,original_distractor2
What is the transfer of heat by physical contact?,diffusion,False,original_distractor3
"What analytical technique, using stained gel, can separate dna fragments or rna molecules and proteins?",gel electrophoresis,True,correct_answer
"What analytical technique, using stained gel, can separate dna fragments or rna molecules and proteins?",microwave electrophoresis,False,original_distractor1
"What analytical technique, using stained gel, can separate dna fragments or rna molecules and proteins?",surface electrophoresis,False,original_distractor2
"What analytical technique, using stained gel, can separate dna fragments or rna molecules and proteins?",static electrophoresis,False,original_distractor3
Questioning claims based on their scientific verifiability rather than accepting claims based on faith or anecdotes is called what?,scientific skepticism,True,correct_answer
Questioning claims based on their scientific verifiability rather than accepting claims based on faith or anecdotes is called what?,scientific extreme,False,original_distractor1
Questioning claims based on their scientific verifiability rather than accepting claims based on faith or anecdotes is called what?,scientific mimicry,False,original_distractor2
Questioning claims based on their scientific verifiability rather than accepting claims based on faith or anecdotes is called what?,scientific fact,False,original_distractor3
"Animals with better fitness have a better chance of passing their genes onto the next generation, this process is known as?",natural selection,True,correct_answer
"Animals with better fitness have a better chance of passing their genes onto the next generation, this process is known as?",survival selection,False,original_distractor1
"Animals with better fitness have a better chance of passing their genes onto the next generation, this process is known as?",natural evolution,False,original_distractor2
"Animals with better fitness have a better chance of passing their genes onto the next generation, this process is known as?",fitness selection,False,original_distractor3
What acids are the structural components of many lipids and may be saturated or unsaturated?,fatty acids,True,correct_answer
What acids are the structural components of many lipids and may be saturated or unsaturated?,fundamental acids,False,original_distractor1
What acids are the structural components of many lipids and may be saturated or unsaturated?,ionic acids,False,original_distractor2
What acids are the structural components of many lipids and may be saturated or unsaturated?,carbonic acids,False,original_distractor3
Earth's axis is an imaginary line passing through which poles?,north and south,True,correct_answer
Earth's axis is an imaginary line passing through which poles?,west and south,False,original_distractor1
Earth's axis is an imaginary line passing through which poles?,southwest and south,False,original_distractor2
Earth's axis is an imaginary line passing through which poles?,East and North,False,original_distractor3
What happens when ionic compounds are dissolved in water?,conduct electricity,True,correct_answer
What happens when ionic compounds are dissolved in water?,magnetize electricity,False,original_distractor1
What happens when ionic compounds are dissolved in water?,repel electricity,False,original_distractor2
What happens when ionic compounds are dissolved in water?,deflect electricity,False,original_distractor3
What is the process in which unspecialized cells become specialized in structure and function to perform certain tasks in the body?,differentiation,True,correct_answer
What is the process in which unspecialized cells become specialized in structure and function to perform certain tasks in the body?,speciation,False,original_distractor1
What is the process in which unspecialized cells become specialized in structure and function to perform certain tasks in the body?,transcription,False,original_distractor2
What is the process in which unspecialized cells become specialized in structure and function to perform certain tasks in the body?,mutation,False,original_distractor3
How many types of basic sensory receptors are there?,five,True,correct_answer
How many types of basic sensory receptors are there?,five,False,original_distractor1
How many types of basic sensory receptors are there?,six,False,original_distractor2
How many types of basic sensory receptors are there?,four,False,original_distractor3
What bond is the force of attraction that holds together two atoms that share a pair of valence electrons?,covalent,True,correct_answer
What bond is the force of attraction that holds together two atoms that share a pair of valence electrons?,polar,False,original_distractor1
What bond is the force of attraction that holds together two atoms that share a pair of valence electrons?,hydrogen,False,original_distractor2
What bond is the force of attraction that holds together two atoms that share a pair of valence electrons?,metallic,False,original_distractor3
"Above the meristem, the rest of the root is covered with a single layer of what type of cells, which may have root hairs?",epidermal,True,correct_answer
"Above the meristem, the rest of the root is covered with a single layer of what type of cells, which may have root hairs?",dermal,False,original_distractor1
"Above the meristem, the rest of the root is covered with a single layer of what type of cells, which may have root hairs?",single celled,False,original_distractor2
"Above the meristem, the rest of the root is covered with a single layer of what type of cells, which may have root hairs?",vegetative,False,original_distractor3
What were the first plants to evolve?,nonvascular plants,True,correct_answer
What were the first plants to evolve?,fungi,False,original_distractor1
What were the first plants to evolve?,photoreactive plants,False,original_distractor2
What were the first plants to evolve?,trees,False,original_distractor3
What term describes the distance between two corresponding points on adjacent waves?,wavelength,True,correct_answer
What term describes the distance between two corresponding points on adjacent waves?,frequency,False,original_distractor1
What term describes the distance between two corresponding points on adjacent waves?,threshold,False,original_distractor2
What term describes the distance between two corresponding points on adjacent waves?,variation,False,original_distractor3
What break down dead organisms and other organic waste and release inorganic molecules back to the environment called?,decomposers,True,correct_answer
What break down dead organisms and other organic waste and release inorganic molecules back to the environment called?,detritivores,False,original_distractor1
What break down dead organisms and other organic waste and release inorganic molecules back to the environment called?,nematodes,False,original_distractor2
What break down dead organisms and other organic waste and release inorganic molecules back to the environment called?,carnivores,False,original_distractor3
What is the science of classifying living things called?,taxonomy,True,correct_answer
What is the science of classifying living things called?,methodology,False,original_distractor1
What is the science of classifying living things called?,terminology,False,original_distractor2
What is the science of classifying living things called?,botany,False,original_distractor3
"Illustrating how form follows function, long, slender protein strands that make up what tissue are essential for contracting and relaxing?",muscle,True,correct_answer
"Illustrating how form follows function, long, slender protein strands that make up what tissue are essential for contracting and relaxing?",tendons,False,original_distractor1
"Illustrating how form follows function, long, slender protein strands that make up what tissue are essential for contracting and relaxing?",veins,False,original_distractor2
"Illustrating how form follows function, long, slender protein strands that make up what tissue are essential for contracting and relaxing?",ligaments,False,original_distractor3
What makes marginal lands unsuitable for farming?,drought,True,correct_answer
What makes marginal lands unsuitable for farming?,flood,False,original_distractor1
What makes marginal lands unsuitable for farming?,pestilence,False,original_distractor2
What makes marginal lands unsuitable for farming?,disease,False,original_distractor3
What happens to water when it freezes?,it expands,True,correct_answer
What happens to water when it freezes?,changes to gas,False,original_distractor1
What happens to water when it freezes?,it shrinks,False,original_distractor2
What happens to water when it freezes?,changes volume,False,original_distractor3
"The three parts of the human small intestine is the duodenum, jejunum, and what?",ileum,True,correct_answer
"The three parts of the human small intestine is the duodenum, jejunum, and what?",appendix,False,original_distractor1
"The three parts of the human small intestine is the duodenum, jejunum, and what?",colon,False,original_distractor2
"The three parts of the human small intestine is the duodenum, jejunum, and what?",cecum,False,original_distractor3
What is the term for the ability of a fluid to exert an upward force on any object placed in it?,buoyancy,True,correct_answer
What is the term for the ability of a fluid to exert an upward force on any object placed in it?,viscosity,False,original_distractor1
What is the term for the ability of a fluid to exert an upward force on any object placed in it?,density,False,original_distractor2
What is the term for the ability of a fluid to exert an upward force on any object placed in it?,resonance,False,original_distractor3
A fuel cell is a galvanic cell that requires a constant external supply of what?,reactants,True,correct_answer
A fuel cell is a galvanic cell that requires a constant external supply of what?,generators,False,original_distractor1
A fuel cell is a galvanic cell that requires a constant external supply of what?,electricity,False,original_distractor2
A fuel cell is a galvanic cell that requires a constant external supply of what?,complexes,False,original_distractor3
"Lichens are not a single organism, but rather an example of a what?",mutualism,True,correct_answer
"Lichens are not a single organism, but rather an example of a what?",fusion,False,original_distractor1
"Lichens are not a single organism, but rather an example of a what?",homogeneous mixture,False,original_distractor2
"Lichens are not a single organism, but rather an example of a what?",symbiosis,False,original_distractor3
What theory states that there is no interaction between individual gas particles?,kinetic theory,True,correct_answer
What theory states that there is no interaction between individual gas particles?,viscosity theory,False,original_distractor1
What theory states that there is no interaction between individual gas particles?,vortex theory,False,original_distractor2
What theory states that there is no interaction between individual gas particles?,Avoidance theory,False,original_distractor3
A vapor light produces visible light by what process?,electroluminescence,True,correct_answer
A vapor light produces visible light by what process?,solutes,False,original_distractor1
A vapor light produces visible light by what process?,luminescent,False,original_distractor2
A vapor light produces visible light by what process?,Solar Energy,False,original_distractor3
"What substance, which forms igneous rock, flows out in rivers of lava when it reaches the surface?",magma,True,correct_answer
"What substance, which forms igneous rock, flows out in rivers of lava when it reaches the surface?",granite,False,original_distractor1
"What substance, which forms igneous rock, flows out in rivers of lava when it reaches the surface?",soil,False,original_distractor2
"What substance, which forms igneous rock, flows out in rivers of lava when it reaches the surface?",fertilizer,False,original_distractor3
What do mammals have under the skin to help insulate the body?,a layer of fat,True,correct_answer
What do mammals have under the skin to help insulate the body?,bone,False,original_distractor1
What do mammals have under the skin to help insulate the body?,nerve cells,False,original_distractor2
What do mammals have under the skin to help insulate the body?,cartilage,False,original_distractor3
Certain air pollutants form which liquid when dissolved in water droplets in the air?,acid,True,correct_answer
Certain air pollutants form which liquid when dissolved in water droplets in the air?,water,False,original_distractor1
Certain air pollutants form which liquid when dissolved in water droplets in the air?,base,False,original_distractor2
Certain air pollutants form which liquid when dissolved in water droplets in the air?,citrus,False,original_distractor3
What element is the most abundant in the universe?,hydrogen,True,correct_answer
What element is the most abundant in the universe?,oxygen,False,original_distractor1
What element is the most abundant in the universe?,carbon,False,original_distractor2
What element is the most abundant in the universe?,helium,False,original_distractor3
"Atoms of a given _______ are identical in size, mass, and other properties.",element,True,correct_answer
"Atoms of a given _______ are identical in size, mass, and other properties.",molecule,False,original_distractor1
"Atoms of a given _______ are identical in size, mass, and other properties.",organism,False,original_distractor2
"Atoms of a given _______ are identical in size, mass, and other properties.",function,False,original_distractor3
Spongy bone is found inside bones and is lighter and less dense than compact bone because it is what?,porous,True,correct_answer
Spongy bone is found inside bones and is lighter and less dense than compact bone because it is what?,amorphous,False,original_distractor1
Spongy bone is found inside bones and is lighter and less dense than compact bone because it is what?,pliable,False,original_distractor2
Spongy bone is found inside bones and is lighter and less dense than compact bone because it is what?,fibrous,False,original_distractor3
"Animals are heterotrophs, which means that they cannot make their own what?",food,True,correct_answer
"Animals are heterotrophs, which means that they cannot make their own what?",fuel,False,original_distractor1
"Animals are heterotrophs, which means that they cannot make their own what?",energy,False,original_distractor2
"Animals are heterotrophs, which means that they cannot make their own what?",habitat,False,original_distractor3
What is the electron domain geometry of ammonia?,tetrahedral,True,correct_answer
What is the electron domain geometry of ammonia?,membranes,False,original_distractor1
What is the electron domain geometry of ammonia?,atoms,False,original_distractor2
What is the electron domain geometry of ammonia?,neurons,False,original_distractor3
"In humans, fertilization occurs soon after the oocyte leaves this?",ovary,True,correct_answer
"In humans, fertilization occurs soon after the oocyte leaves this?",egg,False,original_distractor1
"In humans, fertilization occurs soon after the oocyte leaves this?",placenta,False,original_distractor2
"In humans, fertilization occurs soon after the oocyte leaves this?",testes,False,original_distractor3
"Oxygen, carbon dioxide, atp, and nadph are reactants in what process that plants use to produce food?",photosynthesis,True,correct_answer
"Oxygen, carbon dioxide, atp, and nadph are reactants in what process that plants use to produce food?",glycolysis,False,original_distractor1
"Oxygen, carbon dioxide, atp, and nadph are reactants in what process that plants use to produce food?",absorbtion,False,original_distractor2
"Oxygen, carbon dioxide, atp, and nadph are reactants in what process that plants use to produce food?",chlorophyll,False,original_distractor3
What is the basic unit of the structure and function of living things?,cell,True,correct_answer
What is the basic unit of the structure and function of living things?,atom,False,original_distractor1
What is the basic unit of the structure and function of living things?,molecule,False,original_distractor2
What is the basic unit of the structure and function of living things?,nucleus,False,original_distractor3
The earth's gravitational force causes the moon to do what?,orbit the earth,True,correct_answer
The earth's gravitational force causes the moon to do what?,overlap the earth,False,original_distractor1
The earth's gravitational force causes the moon to do what?,change size,False,original_distractor2
The earth's gravitational force causes the moon to do what?,lose orbit,False,original_distractor3
"When a nerve impulse reaches the end of an axon, what are the chemicals released by the axon called?",neurotransmitters,True,correct_answer
"When a nerve impulse reaches the end of an axon, what are the chemicals released by the axon called?",neurons,False,original_distractor1
"When a nerve impulse reaches the end of an axon, what are the chemicals released by the axon called?",electrolytes,False,original_distractor2
"When a nerve impulse reaches the end of an axon, what are the chemicals released by the axon called?",receptors,False,original_distractor3
What do ecosystems absorb on the earth?,energy,True,correct_answer
What do ecosystems absorb on the earth?,water,False,original_distractor1
What do ecosystems absorb on the earth?,hydrogen,False,original_distractor2
What do ecosystems absorb on the earth?,fuel,False,original_distractor3
Under what type of conditions can populations grow exponentially?,ideal,True,correct_answer
Under what type of conditions can populations grow exponentially?,pleasant,False,original_distractor1
Under what type of conditions can populations grow exponentially?,useful,False,original_distractor2
Under what type of conditions can populations grow exponentially?,lush,False,original_distractor3
Malonate plays what negative role on the enzyme succinate dehydrogenase?,inhibitor,True,correct_answer
Malonate plays what negative role on the enzyme succinate dehydrogenase?,catalyst,False,original_distractor1
Malonate plays what negative role on the enzyme succinate dehydrogenase?,pathway,False,original_distractor2
Malonate plays what negative role on the enzyme succinate dehydrogenase?,receptor,False,original_distractor3
How many mass extinctions have occurred throughout earth's history?,five,True,correct_answer
How many mass extinctions have occurred throughout earth's history?,six,False,original_distractor1
How many mass extinctions have occurred throughout earth's history?,four,False,original_distractor2
How many mass extinctions have occurred throughout earth's history?,three,False,original_distractor3
What refers to the ability to change or move matter and is required by all life processes and living things?,energy,True,correct_answer
What refers to the ability to change or move matter and is required by all life processes and living things?,fuel,False,original_distractor1
What refers to the ability to change or move matter and is required by all life processes and living things?,gravity,False,original_distractor2
What refers to the ability to change or move matter and is required by all life processes and living things?,enthalpy,False,original_distractor3
What do we call the visible part of the electromagnetic spectrum?,light,True,correct_answer
What do we call the visible part of the electromagnetic spectrum?,weight,False,original_distractor1
What do we call the visible part of the electromagnetic spectrum?,radio,False,original_distractor2
What do we call the visible part of the electromagnetic spectrum?,electricity,False,original_distractor3
What type of crust is made of basalt lavas that flow onto the seafloor?,oceanic,True,correct_answer
What type of crust is made of basalt lavas that flow onto the seafloor?,exotic,False,original_distractor1
What type of crust is made of basalt lavas that flow onto the seafloor?,endotopic,False,original_distractor2
What type of crust is made of basalt lavas that flow onto the seafloor?,warm,False,original_distractor3
What is a large molecule with many repeating units?,polymer,True,correct_answer
What is a large molecule with many repeating units?,cells,False,original_distractor1
What is a large molecule with many repeating units?,supermolecule,False,original_distractor2
What is a large molecule with many repeating units?,plasma,False,original_distractor3
"What absorbs, scatters, or reflects most incoming solar radiation in the atmosphere?",clouds and dust,True,correct_answer
"What absorbs, scatters, or reflects most incoming solar radiation in the atmosphere?",clouds and sand,False,original_distractor1
"What absorbs, scatters, or reflects most incoming solar radiation in the atmosphere?",ice and dust,False,original_distractor2
"What absorbs, scatters, or reflects most incoming solar radiation in the atmosphere?",coulds and minerals,False,original_distractor3
How do many mammals control their body temperature?,sweating,True,correct_answer
How do many mammals control their body temperature?,dieting,False,original_distractor1
How do many mammals control their body temperature?,homeostasis,False,original_distractor2
How do many mammals control their body temperature?,itching,False,original_distractor3
"The invention of the wheel is an example of what, which has the goal of solving human problems?",technology,True,correct_answer
"The invention of the wheel is an example of what, which has the goal of solving human problems?",industry,False,original_distractor1
"The invention of the wheel is an example of what, which has the goal of solving human problems?",concept,False,original_distractor2
"The invention of the wheel is an example of what, which has the goal of solving human problems?",evolution,False,original_distractor3
Prokaryotes can reproduce quickly by what?,binary fission,True,correct_answer
Prokaryotes can reproduce quickly by what?,multiple fission,False,original_distractor1
Prokaryotes can reproduce quickly by what?,solar fission,False,original_distractor2
Prokaryotes can reproduce quickly by what?,residual fission,False,original_distractor3
What is defined by its sequence of nucleotides?,nucleic acids,True,correct_answer
What is defined by its sequence of nucleotides?,structural acids,False,original_distractor1
What is defined by its sequence of nucleotides?,proteins acids,False,original_distractor2
What is defined by its sequence of nucleotides?,amino acids,False,original_distractor3
What in roundworms is a partial body cavity filled with fluid?,pseudocoelom,True,correct_answer
What in roundworms is a partial body cavity filled with fluid?,abdomen,False,original_distractor1
What in roundworms is a partial body cavity filled with fluid?,cocklebur,False,original_distractor2
What in roundworms is a partial body cavity filled with fluid?,spicule,False,original_distractor3
Which body system breaks down food and absorbs nutrients?,digestive system,True,correct_answer
Which body system breaks down food and absorbs nutrients?,skeletal system,False,original_distractor1
Which body system breaks down food and absorbs nutrients?,circulation system,False,original_distractor2
Which body system breaks down food and absorbs nutrients?,hormonal system,False,original_distractor3
What disease is unpreventable in the type one form but may be prevented by diet if it is of the second type?,diabetes,True,correct_answer
What disease is unpreventable in the type one form but may be prevented by diet if it is of the second type?,Obesity,False,original_distractor1
What disease is unpreventable in the type one form but may be prevented by diet if it is of the second type?,TB,False,original_distractor2
What disease is unpreventable in the type one form but may be prevented by diet if it is of the second type?,Cancer,False,original_distractor3
What do you call a chemical process used to treat water by destroying a contaminant?,chemical remediation,True,correct_answer
What do you call a chemical process used to treat water by destroying a contaminant?,basic remediation,False,original_distractor1
What do you call a chemical process used to treat water by destroying a contaminant?,toxic remediation,False,original_distractor2
What do you call a chemical process used to treat water by destroying a contaminant?,carbon remediation,False,original_distractor3
What occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic?,ocean acidification,True,correct_answer
